Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,P1,P2,P3,P4,P5,P6,P7,P8,Course,recommended_career_target
20,5,6,17,7,11,15,14,3,0,0,3,0,0,3,0,Unknown,Research analyst
20,7,14,15,5,14,11,6,3,0,1,3,1,3,1,1,Unknown,Research analyst
16,7,7,17,9,13,16,11,3,0,1,3,0,1,1,0,Unknown,Research analyst
18,8,7,19,9,12,16,13,3,0,1,3,1,1,3,1,Unknown,Research analyst
15,7,6,18,10,12,18,14,3,0,1,3,0,0,3,1,Unknown,Research analyst
18,7,5,19,9,13,16,12,0,1,1,3,1,1,3,1,Unknown,Research analyst
17,6,6,18,8,12,15,12,3,0,0,3,0,1,3,1,Unknown,Research analyst
19,7,7,17,10,12,18,12,3,0,0,3,1,1,3,1,Unknown,Research analyst
17,5,6,15,8,12,15,11,3,0,1,3,1,0,1,1,Unknown,Research analyst
18,8,6,15,9,10,17,11,3,0,1,3,0,1,3,1,Unknown,Research analyst
16,8,8,17,6,12,16,13,3,0,0,3,0,1,3,3,Unknown,Research analyst
20,8,5,16,10,13,16,13,3,0,0,3,0,1,3,1,Unknown,Research analyst
17,9,7,19,9,13,17,12,3,0,1,3,0,0,3,0,Unknown,Research analyst
18,7,5,18,9,11,17,12,1,0,1,3,1,1,3,0,Unknown,Research analyst
17,10,6,17,7,12,18,13,1,0,0,3,0,1,3,1,Unknown,Research analyst
18,10,6,19,9,12,15,11,3,0,1,3,0,0,1,0,Unknown,Research analyst
20,8,7,18,10,12,18,12,3,1,0,3,1,0,1,3,Unknown,Research analyst
18,8,7,20,5,12,14,14,3,0,1,3,0,1,3,1,Unknown,Research analyst
19,8,6,16,10,14,19,13,1,0,1,3,1,0,3,0,Unknown,Research analyst
18,6,6,18,10,12,18,14,3,1,1,3,0,0,3,1,Unknown,Research analyst
18,9,6,17,8,13,18,10,3,0,1,3,0,1,3,1,Unknown,Research analyst
12,6,13,20,19,13,18,19,1,0,1,3,3,0,3,1,Unknown,Research analyst
20,10,6,18,7,12,18,13,3,0,1,3,0,1,3,0,Unknown,Research analyst
18,6,7,19,10,12,20,14,3,1,0,3,1,1,3,1,Unknown,Research analyst
18,5,6,15,8,11,17,14,3,1,0,3,1,1,1,0,Unknown,Research analyst
18,6,6,17,10,13,17,12,3,0,1,3,1,1,3,0,Unknown,Research analyst
17,9,7,15,7,13,17,13,1,1,0,3,1,1,3,1,Unknown,Research analyst
18,5,7,18,9,12,20,11,0,1,0,3,0,0,3,1,Unknown,Research analyst
18,7,7,17,9,13,17,14,3,0,1,3,0,1,1,0,Unknown,Research analyst
16,5,6,18,11,11,18,11,1,0,0,3,0,3,3,0,Unknown,Research analyst
19,9,5,18,9,13,17,14,3,0,0,3,1,1,3,0,Unknown,Research analyst
18,10,8,17,9,12,18,13,3,0,0,3,0,1,1,1,Unknown,Research analyst
19,7,5,20,8,11,17,13,3,0,0,3,0,0,3,1,Unknown,Research analyst
19,7,6,15,7,12,15,13,3,1,0,3,0,3,3,0,Unknown,Research analyst
15,8,13,15,12,17,19,7,3,0,3,3,1,3,3,0,Unknown,Research analyst
6,8,14,15,13,16,16,12,1,0,1,3,0,1,3,0,Unknown,Research analyst
17,8,7,17,7,11,19,14,3,0,1,3,0,1,3,3,Unknown,Research analyst
17,7,6,18,8,11,16,13,3,0,0,3,0,1,3,1,Unknown,Research analyst
18,12,6,17,9,12,15,14,1,0,1,3,0,1,1,0,Unknown,Research analyst
18,7,6,19,8,13,19,12,3,1,1,3,0,1,3,1,Unknown,Research analyst
19,6,6,16,10,12,17,15,1,0,0,3,1,0,3,0,Unknown,Research analyst
17,8,5,18,8,13,19,13,1,0,0,3,0,0,3,1,Unknown,Research analyst
19,6,7,18,10,11,20,12,3,0,1,3,1,1,1,1,Unknown,Research analyst
12,12,5,19,5,18,20,12,1,1,0,3,0,1,3,1,Unknown,Research analyst
17,8,6,20,8,12,17,12,3,1,0,3,1,1,3,1,Unknown,Research analyst
18,8,14,19,14,17,19,9,1,0,1,3,1,3,1,1,Unknown,Research analyst
20,6,7,15,11,12,18,11,1,0,0,3,1,0,1,1,Unknown,Research analyst
16,8,6,18,9,11,17,14,1,0,0,3,0,1,3,0,Unknown,Research analyst
14,10,8,19,9,17,17,7,1,0,0,3,0,1,1,0,Unknown,Research analyst
18,7,5,19,11,11,16,15,3,0,0,3,0,1,1,0,Unknown,Research analyst
17,8,7,15,9,11,18,11,3,0,0,3,1,0,3,1,Unknown,Research analyst
17,6,7,15,10,11,16,13,3,1,0,3,0,1,3,0,Unknown,Research analyst
18,8,6,20,8,12,19,13,3,0,0,3,1,0,3,0,Unknown,Research analyst
15,9,7,19,11,11,20,13,3,0,0,3,0,0,1,0,Unknown,Research analyst
18,9,6,19,11,11,17,13,1,0,0,3,0,1,3,3,Unknown,Research analyst
17,8,7,17,10,12,18,14,3,0,0,3,0,1,1,0,Unknown,Research analyst
19,10,6,17,6,13,18,14,3,0,0,3,1,0,3,0,Unknown,Research analyst
17,9,7,16,6,12,17,12,1,0,0,3,0,3,3,3,Unknown,Research analyst
20,9,6,20,9,10,16,12,3,0,0,3,0,3,1,3,Unknown,Research analyst
16,9,6,16,9,11,17,15,3,0,0,3,1,1,1,0,Unknown,Research analyst
18,6,7,15,7,12,18,12,3,1,0,3,0,0,3,1,Unknown,Research analyst
17,5,6,17,8,12,15,13,3,1,0,3,0,1,1,3,Unknown,Research analyst
19,8,6,18,6,10,18,10,3,0,0,3,0,1,3,0,Unknown,Research analyst
18,10,7,15,10,12,17,12,3,0,1,3,0,1,3,1,Unknown,Research analyst
18,5,7,16,7,12,17,13,3,0,0,3,0,0,1,1,Unknown,Research analyst
17,6,7,16,10,13,18,13,1,0,0,3,0,1,1,0,Unknown,Research analyst
19,9,6,17,8,11,19,12,1,0,0,3,0,0,3,1,Unknown,Research analyst
20,8,7,19,10,11,18,13,1,0,1,3,0,1,1,0,Unknown,Research analyst
17,6,7,18,10,11,20,13,1,0,1,3,1,1,3,1,Unknown,Research analyst
17,7,6,17,8,9,18,14,3,1,0,3,0,0,3,0,Unknown,Research analyst
18,9,6,20,8,11,16,14,1,1,0,3,0,0,3,1,Unknown,Research analyst
17,8,7,17,10,13,17,12,3,0,0,3,0,1,3,0,Unknown,Research analyst
15,7,7,16,7,12,18,11,3,0,0,3,0,1,3,1,Unknown,Research analyst
20,6,5,16,9,10,16,13,3,0,1,3,1,1,3,1,Unknown,Research analyst
17,5,8,18,9,14,17,14,3,0,0,3,0,0,3,3,Unknown,Research analyst
16,11,7,20,8,11,18,12,3,1,0,3,0,1,1,1,Unknown,Research analyst
17,7,6,17,11,12,20,14,1,0,1,3,0,1,1,1,Unknown,Research analyst
18,7,7,18,9,13,17,12,3,1,0,3,1,1,3,1,Unknown,Research analyst
18,9,7,17,11,12,18,11,3,1,0,3,0,1,3,1,Unknown,Research analyst
20,8,5,18,8,12,20,11,3,0,0,3,1,1,3,1,Unknown,Research analyst
19,7,7,17,9,13,17,12,3,0,0,3,0,3,3,1,Unknown,Research analyst
17,5,6,18,8,12,19,13,1,1,0,3,0,1,3,1,Unknown,Research analyst
16,10,6,17,7,14,17,12,3,1,0,3,0,3,3,0,Unknown,Research analyst
16,8,6,19,9,11,19,12,3,0,0,3,1,0,3,3,Unknown,Research analyst
19,5,6,20,8,12,13,13,3,0,1,3,1,1,3,1,Unknown,Research analyst
17,8,5,19,9,12,17,15,1,0,0,3,0,1,3,1,Unknown,Research analyst
17,10,7,18,8,13,18,14,3,0,0,3,0,1,3,1,Unknown,Research analyst
17,5,6,19,9,13,16,12,1,0,0,3,0,1,1,0,Unknown,Research analyst
19,6,7,18,10,13,16,11,1,0,0,3,0,1,1,1,Unknown,Research analyst
18,7,7,17,7,12,16,13,3,1,0,3,0,0,3,1,Unknown,Research analyst
20,6,7,19,7,12,15,13,3,1,0,3,1,1,1,0,Unknown,Research analyst
16,6,7,18,9,12,18,11,1,0,0,3,0,0,3,0,Unknown,Research analyst
16,10,13,17,8,18,12,9,3,0,0,3,0,3,1,1,Unknown,Research analyst
17,8,7,16,10,11,20,14,3,0,0,3,0,3,3,0,Unknown,Research analyst
17,5,7,17,8,12,16,13,3,0,0,3,0,1,3,0,Unknown,Research analyst
20,7,7,19,9,12,17,11,1,1,0,3,0,1,1,3,Unknown,Research analyst
19,6,6,18,8,13,16,12,3,0,0,3,1,1,3,0,Unknown,Research analyst
18,7,6,15,9,12,15,13,1,0,0,3,1,0,3,1,Unknown,Research analyst
18,8,6,15,8,13,19,12,1,0,0,3,0,1,3,3,Unknown,Research analyst
17,8,6,18,9,12,19,13,3,1,0,3,0,1,3,0,Unknown,Research analyst
20,8,6,17,9,11,18,13,1,0,1,3,0,0,1,1,Unknown,Research analyst
19,8,5,15,10,12,17,13,3,0,0,3,0,1,3,1,Unknown,Research analyst
17,8,7,15,10,11,16,10,3,0,1,3,1,1,3,1,Unknown,Research analyst
14,9,8,19,9,17,20,6,0,0,0,3,1,1,3,1,Unknown,Research analyst
19,9,6,20,8,13,18,11,3,0,0,3,0,1,3,1,Unknown,Research analyst
20,10,6,20,8,12,17,10,3,0,0,3,0,1,3,1,Unknown,Research analyst
17,14,7,19,5,13,16,13,1,1,1,3,0,3,3,1,Unknown,Research analyst
17,7,8,16,8,11,16,12,3,0,1,3,0,1,1,1,Unknown,Research analyst
17,11,8,15,7,13,17,13,1,0,1,3,0,1,1,0,Unknown,Research analyst
11,7,14,17,16,12,17,20,0,1,1,3,1,1,3,1,Unknown,Research analyst
18,10,6,19,9,12,17,13,3,1,1,3,1,0,3,1,Unknown,Research analyst
20,6,7,20,8,12,18,13,3,0,1,3,0,0,3,1,Unknown,Research analyst
18,8,8,19,9,12,18,12,3,0,1,3,1,0,3,1,Unknown,Research analyst
18,7,7,19,9,13,16,14,1,0,0,3,0,1,3,0,Unknown,Research analyst
16,9,7,18,8,13,17,11,1,1,0,3,0,1,3,0,Unknown,Research analyst
20,5,6,18,10,12,17,12,3,0,1,3,1,1,3,1,Unknown,Research analyst
16,10,6,16,9,11,14,13,3,0,1,3,0,0,3,1,Unknown,Research analyst
20,10,7,17,8,13,18,13,1,1,1,3,0,0,3,1,Unknown,Research analyst
15,8,8,15,9,14,16,13,3,0,0,3,0,1,1,1,Unknown,Research analyst
16,7,5,18,9,15,17,14,3,1,0,3,0,0,3,1,Unknown,Research analyst
19,5,6,18,8,12,16,14,3,1,0,3,0,1,1,1,Unknown,Research analyst
17,9,6,20,9,12,19,11,3,0,0,3,0,0,3,1,Unknown,Research analyst
16,5,7,18,9,12,20,10,3,0,0,3,0,0,3,1,Unknown,Research analyst
17,10,6,18,9,14,16,14,3,0,0,3,0,3,1,1,Unknown,Research analyst
18,5,7,20,9,13,19,13,1,0,0,3,0,0,3,3,Unknown,Research analyst
19,6,6,20,10,14,18,15,3,0,0,3,0,1,3,1,Unknown,Research analyst
16,6,7,18,10,13,19,12,3,0,1,3,0,1,3,1,Unknown,Research analyst
17,9,6,16,10,10,18,14,1,0,0,3,1,1,1,1,Unknown,Research analyst
20,6,6,17,9,13,16,10,3,1,1,3,0,3,3,0,Unknown,Research analyst
18,7,5,17,7,11,15,12,3,1,0,3,1,1,3,1,Unknown,Research analyst
19,7,6,16,9,13,17,14,3,1,1,3,0,3,3,1,Unknown,Research analyst
17,9,6,18,6,12,17,10,1,0,0,3,0,1,3,1,Unknown,Research analyst
19,6,6,16,8,12,18,12,3,1,0,3,1,1,3,1,Unknown,Research analyst
18,7,7,16,8,12,17,14,1,0,3,3,0,1,3,1,Unknown,Research analyst
17,5,8,20,9,11,17,11,1,1,1,3,0,0,3,1,Unknown,Research analyst
20,9,5,16,10,12,19,13,1,1,1,3,1,0,1,1,Unknown,Research analyst
17,9,7,17,10,12,16,13,3,0,1,3,0,1,1,1,Unknown,Research analyst
18,10,6,19,9,11,20,12,3,1,1,3,0,1,3,0,Unknown,Research analyst
16,6,7,15,9,11,19,11,3,1,1,3,0,1,3,1,Unknown,Research analyst
20,6,6,16,13,12,17,11,1,0,1,3,0,3,3,1,Unknown,Research analyst
19,9,7,18,10,11,18,14,3,0,0,3,1,1,3,1,Unknown,Research analyst
19,11,6,15,9,9,18,14,3,1,0,3,0,3,3,0,Unknown,Research analyst
17,8,13,20,11,18,17,6,3,1,1,3,1,3,1,0,Unknown,Company secretary
16,8,14,18,12,17,17,6,1,1,0,3,1,1,3,1,Unknown,Company secretary
18,7,15,20,14,17,18,8,1,0,3,3,1,3,3,0,Unknown,Company secretary
17,7,13,17,14,20,18,7,3,1,1,3,0,3,1,0,Unknown,Company secretary
20,8,12,17,13,15,14,9,3,1,0,3,1,3,1,1,Unknown,Company secretary
14,8,13,19,14,18,16,5,3,0,1,3,0,3,3,0,Unknown,Company secretary
16,8,13,18,12,17,17,6,1,1,0,3,0,3,3,0,Unknown,Company secretary
17,8,13,18,12,18,16,5,3,0,1,3,0,1,1,0,Unknown,Company secretary
18,9,12,20,13,19,17,5,3,1,1,3,1,1,3,0,Unknown,Company secretary
17,7,14,17,12,19,18,5,3,1,1,3,1,3,1,0,Unknown,Company secretary
15,8,11,15,14,18,20,6,1,0,3,3,0,3,3,0,Unknown,Company secretary
18,8,13,20,12,16,16,5,1,0,0,3,0,3,1,1,Unknown,Company secretary
19,8,13,15,14,18,19,5,1,0,0,3,1,1,3,0,Unknown,Company secretary
20,9,13,15,13,18,20,7,3,1,0,3,1,3,3,0,Unknown,Company secretary
17,9,14,17,12,16,18,6,3,0,1,3,1,1,3,1,Unknown,Company secretary
17,8,12,17,11,18,17,5,1,0,0,3,1,3,1,1,Unknown,Company secretary
18,8,14,16,11,20,17,7,1,1,0,3,3,3,3,0,Unknown,Company secretary
17,8,14,15,13,19,19,5,1,0,1,3,0,3,3,0,Unknown,Company secretary
15,7,14,17,12,17,18,7,3,0,1,3,1,3,1,0,Unknown,Company secretary
16,8,14,16,12,17,16,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
12,11,6,17,9,15,19,7,3,0,3,3,0,3,3,1,Unknown,Company secretary
18,7,12,19,16,18,16,7,3,1,1,3,1,3,3,0,Unknown,Company secretary
17,7,14,17,14,15,17,7,1,0,0,3,1,1,3,0,Unknown,Company secretary
20,8,14,16,15,20,16,7,1,0,1,3,0,3,3,0,Unknown,Company secretary
16,8,13,19,13,19,17,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
16,7,14,18,12,17,15,5,3,1,1,3,0,3,3,0,Unknown,Company secretary
14,8,13,16,13,15,18,6,1,1,0,3,1,1,1,1,Unknown,Company secretary
16,8,14,17,12,18,17,8,3,0,0,3,1,3,1,1,Unknown,Company secretary
18,8,14,17,11,19,17,5,1,0,0,3,1,3,3,0,Unknown,Company secretary
19,7,12,15,12,18,16,6,3,1,1,3,0,3,3,0,Unknown,Company secretary
20,8,14,19,14,16,14,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
16,10,15,18,14,17,17,5,3,0,1,3,1,3,3,0,Unknown,Company secretary
20,7,12,17,8,20,11,6,3,0,1,3,0,3,1,0,Unknown,Company secretary
17,7,14,16,13,17,16,5,1,0,0,3,0,1,3,0,Unknown,Company secretary
17,8,16,20,11,20,19,5,3,1,1,3,1,3,3,1,Unknown,Company secretary
17,7,13,17,13,17,17,5,3,1,1,3,0,1,1,1,Unknown,Company secretary
14,8,12,16,14,17,17,5,1,0,1,3,0,3,3,0,Unknown,Company secretary
17,7,12,20,13,19,16,5,1,0,1,3,0,3,1,1,Unknown,Company secretary
17,6,13,17,12,20,16,6,3,1,3,3,1,3,3,0,Unknown,Company secretary
19,8,13,15,11,17,16,6,3,0,1,3,0,3,1,0,Unknown,Company secretary
18,11,7,16,6,13,16,12,1,1,1,3,1,0,3,1,Unknown,Company secretary
17,7,12,15,11,18,15,6,1,1,0,3,1,1,1,0,Unknown,Company secretary
19,9,13,15,12,17,17,5,3,0,0,3,1,3,1,0,Unknown,Company secretary
17,9,12,18,13,18,15,5,3,0,0,3,1,3,3,0,Unknown,Company secretary
20,9,12,20,13,17,16,6,3,0,1,3,3,1,3,1,Unknown,Company secretary
18,8,13,19,12,20,19,5,1,0,1,3,0,3,3,0,Unknown,Company secretary
16,8,15,16,11,19,20,5,1,0,1,3,0,3,3,0,Unknown,Company secretary
18,8,13,17,13,18,15,5,3,0,1,3,1,3,3,0,Unknown,Company secretary
18,8,13,17,12,19,16,7,3,1,1,3,1,3,3,0,Unknown,Company secretary
19,8,14,18,13,18,18,7,3,1,0,3,1,1,1,1,Unknown,Company secretary
20,7,13,17,13,17,17,7,1,1,0,3,1,1,3,0,Unknown,Company secretary
17,7,13,18,11,19,17,7,3,0,1,3,3,3,3,0,Unknown,Company secretary
18,8,13,19,11,20,16,7,3,0,1,3,1,3,1,1,Unknown,Company secretary
20,7,13,19,13,18,19,5,3,0,0,3,0,3,3,0,Unknown,Company secretary
13,8,7,20,8,19,16,14,0,0,1,3,0,1,1,1,Unknown,Company secretary
19,7,15,18,13,20,15,9,3,0,0,3,0,3,3,1,Unknown,Company secretary
17,7,6,18,10,12,17,11,3,1,0,3,1,1,1,0,Unknown,Company secretary
20,7,12,15,12,20,19,6,3,1,1,3,1,3,3,0,Unknown,Company secretary
18,10,14,15,13,15,20,6,3,0,0,3,1,1,3,1,Unknown,Company secretary
16,6,14,16,12,19,18,6,1,0,0,3,0,3,3,3,Unknown,Company secretary
15,8,14,17,11,19,18,7,3,0,0,3,1,3,3,1,Unknown,Company secretary
18,8,13,16,13,18,17,9,1,0,1,3,3,1,1,1,Unknown,Company secretary
18,8,12,16,14,19,15,5,3,0,1,3,0,3,1,1,Unknown,Company secretary
17,6,14,15,14,17,17,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
16,9,12,19,13,19,20,5,1,1,0,3,0,3,3,0,Unknown,Company secretary
14,8,13,16,13,16,16,5,1,0,1,3,1,3,3,1,Unknown,Company secretary
14,8,13,18,15,16,18,7,3,0,1,3,0,1,3,1,Unknown,Company secretary
15,8,13,15,12,19,16,5,3,0,1,3,0,3,3,1,Unknown,Company secretary
15,8,12,17,13,17,17,6,3,0,0,3,1,1,3,0,Unknown,Company secretary
20,7,13,16,13,17,15,6,1,1,1,3,1,3,3,1,Unknown,Company secretary
20,7,13,17,12,19,15,6,3,0,0,3,0,3,3,0,Unknown,Company secretary
17,9,13,17,12,19,18,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
12,9,12,18,14,18,17,6,3,0,1,3,1,1,3,0,Unknown,Company secretary
19,8,12,18,12,19,17,6,1,1,1,3,1,1,3,0,Unknown,Company secretary
17,8,13,17,12,18,14,6,3,0,1,3,1,1,1,1,Unknown,Company secretary
20,9,13,19,13,17,15,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
18,7,13,17,13,17,14,6,1,1,1,3,0,3,3,1,Unknown,Company secretary
16,8,13,17,11,19,16,5,3,0,0,3,1,3,3,1,Unknown,Company secretary
17,9,13,16,12,18,18,5,3,1,0,3,1,3,3,0,Unknown,Company secretary
17,8,12,17,12,17,16,5,3,0,0,3,1,1,3,1,Unknown,Company secretary
15,8,12,15,11,19,18,5,3,1,0,3,1,1,3,0,Unknown,Company secretary
18,8,13,19,10,18,12,5,3,0,1,3,1,3,1,1,Unknown,Company secretary
16,8,14,15,11,17,17,7,3,0,0,3,1,3,3,1,Unknown,Company secretary
17,8,13,18,11,18,17,5,3,0,1,3,0,3,3,1,Unknown,Company secretary
16,8,13,16,13,16,16,7,3,0,0,3,1,3,3,1,Unknown,Company secretary
18,11,13,17,13,19,17,6,1,1,1,3,1,1,1,0,Unknown,Company secretary
18,7,13,18,10,17,20,8,3,0,0,3,0,3,3,0,Unknown,Company secretary
18,8,13,17,13,19,16,9,3,1,1,3,1,3,3,1,Unknown,Company secretary
17,8,14,15,12,15,16,7,3,0,1,3,1,3,1,0,Unknown,Company secretary
18,8,12,16,13,19,15,8,3,1,1,3,1,3,3,0,Unknown,Company secretary
18,9,14,17,14,17,17,5,3,0,1,3,1,3,3,1,Unknown,Company secretary
17,7,12,17,13,17,17,8,1,1,0,3,1,1,3,0,Unknown,Company secretary
18,7,12,17,11,15,17,8,3,0,1,3,1,1,3,0,Unknown,Company secretary
18,8,13,16,14,20,18,6,3,0,3,3,1,1,1,0,Unknown,Company secretary
14,9,12,15,12,20,17,6,1,1,1,3,1,3,3,1,Unknown,Company secretary
14,11,6,17,6,19,17,12,0,1,1,3,1,3,3,0,Unknown,Company secretary
18,7,13,16,12,14,14,5,3,1,1,3,1,3,1,0,Unknown,Company secretary
16,7,11,18,9,17,15,5,3,0,3,3,0,3,3,1,Unknown,Company secretary
17,8,13,18,10,16,17,5,3,0,0,3,1,3,1,1,Unknown,Company secretary
16,9,14,15,14,17,17,5,3,0,0,3,1,1,3,0,Unknown,Company secretary
17,8,13,20,13,17,17,6,1,0,0,3,1,3,1,0,Unknown,Company secretary
17,8,12,17,11,19,18,7,3,0,1,3,1,3,3,0,Unknown,Company secretary
17,8,13,16,13,18,18,8,3,0,0,3,1,1,3,1,Unknown,Company secretary
18,9,12,19,11,18,16,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
20,6,11,15,13,19,18,6,3,0,1,3,1,1,3,0,Unknown,Company secretary
18,8,13,17,12,17,18,9,3,0,1,3,3,1,3,0,Unknown,Company secretary
20,8,13,18,12,15,13,6,1,0,0,3,1,3,3,0,Unknown,Company secretary
19,8,13,15,14,20,16,5,3,1,1,3,0,3,1,0,Unknown,Company secretary
15,7,11,19,13,16,18,5,3,0,1,3,1,3,3,1,Unknown,Company secretary
17,13,7,15,5,13,18,13,1,1,0,3,0,1,1,0,Unknown,Company secretary
16,8,12,20,12,17,16,5,3,0,0,3,1,3,1,0,Unknown,Company secretary
19,7,13,16,13,18,18,5,3,0,0,3,1,3,3,1,Unknown,Company secretary
19,8,13,15,7,17,13,8,3,1,1,3,0,3,1,0,Unknown,Company secretary
9,7,11,18,13,18,18,13,0,0,0,3,1,3,3,1,Unknown,Company secretary
19,9,12,16,13,16,20,5,3,1,1,3,1,1,3,0,Unknown,Company secretary
20,8,13,16,12,19,17,5,3,0,0,3,0,1,3,1,Unknown,Company secretary
17,8,12,17,14,17,16,5,1,0,1,3,3,3,1,1,Unknown,Company secretary
19,7,13,18,11,18,18,9,3,1,0,3,0,1,3,0,Unknown,Company secretary
19,9,12,17,12,18,16,7,3,0,1,3,3,3,3,0,Unknown,Company secretary
16,6,12,17,13,15,18,8,3,0,1,3,1,1,1,1,Unknown,Company secretary
19,8,14,17,13,20,15,5,1,1,0,3,0,1,3,0,Unknown,Company secretary
16,7,11,18,12,16,18,5,3,0,1,3,1,3,3,0,Unknown,Company secretary
17,8,13,17,11,17,16,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
17,8,15,18,13,18,20,10,1,0,0,3,0,1,1,0,Unknown,Company secretary
8,8,12,18,12,15,20,14,0,0,0,3,1,3,1,1,Unknown,Company secretary
17,8,13,19,11,17,14,7,3,0,1,3,1,3,3,0,Unknown,Company secretary
17,8,12,16,13,16,15,7,1,0,1,3,1,3,1,1,Unknown,Company secretary
12,8,18,18,13,8,13,20,0,0,1,3,3,0,1,1,Unknown,Company secretary
17,9,12,17,12,17,17,5,1,1,1,3,0,3,3,0,Unknown,Company secretary
15,7,14,18,12,18,18,5,1,1,1,3,1,1,3,0,Unknown,Company secretary
18,7,12,16,12,17,18,6,3,1,1,3,1,1,3,0,Unknown,Company secretary
17,9,13,17,12,16,17,5,1,0,0,3,0,3,3,0,Unknown,Company secretary
16,7,12,17,12,17,17,5,1,0,0,3,1,1,3,0,Unknown,Company secretary
17,8,13,16,12,19,17,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
13,11,6,20,6,17,19,12,1,1,1,3,1,3,3,1,Unknown,Company secretary
13,8,17,16,12,6,11,19,1,0,1,3,0,0,1,3,Unknown,Company secretary
19,10,13,17,11,18,17,5,0,0,0,3,0,3,1,1,Unknown,Company secretary
18,7,13,18,12,20,17,7,3,1,1,3,1,3,3,0,Unknown,Company secretary
18,8,13,15,12,18,17,6,3,0,1,3,1,1,3,1,Unknown,Company secretary
17,8,14,18,15,16,18,6,1,0,1,3,0,3,1,0,Unknown,Company secretary
18,8,15,17,11,18,18,5,3,0,1,3,1,0,3,0,Unknown,Company secretary
16,10,14,17,10,18,17,6,1,0,0,3,0,3,3,1,Unknown,Company secretary
14,8,14,18,12,17,16,5,3,0,1,3,3,1,1,0,Unknown,Company secretary
17,8,13,19,10,17,18,7,3,1,0,3,1,3,1,0,Unknown,Company secretary
16,8,14,15,10,15,15,5,3,0,1,3,3,3,3,0,Unknown,Company secretary
20,8,12,17,14,17,18,8,1,0,1,3,1,3,3,0,Unknown,Company secretary
16,8,13,20,12,16,20,6,3,0,1,3,1,3,1,0,Unknown,Company secretary
17,8,13,16,11,20,17,6,3,0,1,3,1,3,3,0,Unknown,Company secretary
17,7,14,17,12,19,19,7,1,0,1,3,0,3,3,0,Unknown,Company secretary
18,9,13,17,10,17,16,6,3,1,3,3,0,1,3,0,Unknown,Company secretary
15,10,13,18,12,19,17,5,3,1,1,3,0,1,3,0,Unknown,Company secretary
17,9,13,17,11,17,17,7,3,0,1,3,1,3,3,0,Unknown,Company secretary
16,7,14,16,12,17,16,5,3,0,1,3,0,1,3,0,Unknown,Company secretary
18,6,14,15,13,16,18,6,3,0,0,3,1,3,1,0,Unknown,Company secretary
19,8,14,18,13,15,16,5,3,0,1,3,0,1,1,0,Unknown,Company secretary
20,7,12,17,15,19,15,7,1,0,0,3,0,3,3,0,Unknown,Company secretary
19,8,13,18,11,17,16,8,3,1,0,3,0,3,1,0,Unknown,Company secretary
18,9,14,19,12,18,17,5,3,0,0,3,3,3,3,0,Unknown,Company secretary
16,9,14,16,13,14,20,6,3,1,1,3,0,3,3,0,Unknown,Company secretary
18,7,11,15,11,16,16,7,3,0,1,3,0,1,3,0,Unknown,Company secretary
14,7,12,20,12,19,18,6,1,0,1,3,1,1,3,0,Unknown,Company secretary
18,9,13,17,12,19,14,8,3,0,1,3,0,1,3,0,Unknown,Company secretary
15,8,13,17,13,18,16,6,3,0,1,3,0,3,3,0,Unknown,Company secretary
16,7,10,17,12,17,18,8,3,0,3,3,0,3,1,0,Unknown,Company secretary
13,5,6,19,6,16,18,9,1,0,0,3,0,1,3,0,Unknown,Company secretary
16,7,14,17,13,20,16,5,1,0,0,3,1,3,3,0,Unknown,Company secretary
18,10,12,19,13,14,16,5,3,0,0,3,1,3,1,0,Unknown,Company secretary
16,9,14,16,13,17,20,5,3,0,1,3,0,1,3,0,Unknown,Company secretary
11,7,5,17,8,19,17,8,1,0,0,3,1,1,3,0,Unknown,Company secretary
18,7,11,18,12,15,15,5,3,0,1,3,0,1,1,0,Unknown,Company secretary
20,8,13,16,14,18,18,6,3,1,1,3,1,3,3,0,Unknown,Company secretary
17,7,13,17,9,20,19,5,3,0,0,3,1,1,3,0,Unknown,Company secretary
20,8,13,17,12,19,14,6,3,1,0,3,1,3,3,0,Unknown,Company secretary
16,8,14,16,11,17,18,7,3,0,3,3,0,1,3,0,Unknown,Company secretary
17,7,13,15,14,20,17,5,3,0,1,3,1,3,3,0,Unknown,Company secretary
18,7,13,17,15,18,17,5,3,0,1,3,0,1,3,0,Unknown,Company secretary
20,7,12,16,13,18,17,6,3,0,0,3,0,1,3,1,Unknown,Company secretary
14,8,11,19,14,18,17,8,1,0,1,3,1,3,3,1,Unknown,Company secretary
17,9,11,18,13,20,20,6,1,0,1,3,1,3,1,0,Unknown,Company secretary
18,7,12,16,12,19,20,7,3,0,1,3,0,3,3,0,Unknown,Company secretary
11,8,8,18,7,16,18,7,1,1,0,3,1,1,3,0,Unknown,Company secretary
